name,description,exchange,industry,close,high,SMA30,SMA50,ADRP,ATRP,average_volume_10d_calc,average_volume_30d_calc,dollar_volume_30d,average_dollar_volume_30d,Perf.1M,perf_1m_rank,Perf.3M,perf_3m_rank,Perf.6M,perf_6m_rank,momentum_score,atr_extension_from_50d,is_top_1m,is_top_3m,is_top_6m
DELL,Dell Technologies Inc.,NYSE,Computer Processing Hardware,548.92,574.6,497.64,467.98,5.93,5.88,9835788.399999997,8881444.633333333,4875202588.0,4419768028.0,24.94,29,30.15,92,200.43,11,85.17,2.94,False,False,True
NTSK,"Netskope, Inc.",NASDAQ,Packaged Software,18.55,18.74,15.39,14.47,5.71,5.38,8688864.3,6251579.833333333,115966806.0,96205562.0,28.37,24,95.06,14,122.96,45,82.13,5.24,False,True,False
CORT,Corcept Therapeutics Incorporated,NASDAQ,Pharmaceuticals: Major,117.5,119.0,115.13,109.23,4.57,4.4,2616979.6,1405268.3333333333,165126056.0,161785967.0,-3.27,217,45.86,61,203.16,10,81.92,1.72,False,False,True
CRWD,"CrowdStrike Holdings, Inc.",NASDAQ,Packaged Software,250.06,250.8,217.38,209.57,4.68,5.12,12840868.9,11175624.1,2794576562.0,2429383243.0,30.96,19,46.99,60,161.04,22,79.66,3.77,True,False,True
GTLB,GitLab Inc.,NASDAQ,Packaged Software,48.82,50.67,45.51,40.94,4.55,4.52,3752652.8,5245537.3,256087131.0,238724403.0,15.55,61,80.21,18,140.37,34,78.71,4.26,False,True,False
AMLX,"Amylyx Pharmaceuticals, Inc.",NASDAQ,Pharmaceuticals: Major,33.0,33.19,32.68,27.48,4.57,5.43,1592762.9,2982188.6666666665,98412226.0,97459914.0,-17.08,391,102.33,10,143.18,31,76.15,3.7,False,True,False
GRAL,"GRAIL, Inc.",NASDAQ,Medical Specialties,108.52,112.58,78.96,75.41,4.88,5.99,1744650.3,989078.1,107334755.0,78098926.0,37.58,12,75.49,21,114.04,48,75.7,7.33,True,True,False
ALAB,"Astera Labs, Inc.",NASDAQ,Semiconductors,363.46,369.15,296.55,303.96,5.53,6.61,4463189.7,3827470.5,1391132428.0,1135035101.0,23.71,33,-9.52,273,210.2,8,74.79,2.96,False,False,True
OMER,Omeros Corporation,NASDAQ,Pharmaceuticals: Major,21.05,21.24,18.17,15.4,4.2,4.84,1896559.2,2250952.033333333,47382540.0,40895297.0,12.93,80,99.15,12,103.78,57,71.95,7.57,False,True,False
AYA,Aya Gold & Silver Inc.,NASDAQ,Precious Metals,30.38,30.67,27.8,25.15,4.54,5.55,1576817.6,1260595.4666666666,38296890.0,35046235.0,9.71,99,76.83,20,123.05,44,69.87,3.74,False,True,False
PENG,"Penguin Solutions, Inc.",NASDAQ,Semiconductors,56.58,57.5,52.68,54.49,4.09,5.91,1384806.8,1469199.7333333334,83127321.0,77390096.0,9.21,103,-15.55,310,208.84,9,67.5,0.65,False,False,True
SNDK,Sandisk Corporation,NASDAQ,Computer Peripherals,1887.04,1909.48,1594.96,1505.48,4.98,6.25,10113054.8,12240675.133333333,23098643604.0,19523368850.0,17.59,52,-5.06,248,188.54,13,67.02,4.06,False,False,True
CVI,CVR Energy Inc.,NYSE,Oil Refining/Marketing,52.13,54.11,43.24,39.46,4.98,4.79,1333742.8,1077644.1666666667,56177590.0,46602363.0,44.09,9,96.87,13,56.78,121,65.91,6.71,True,True,False
AMBQ,"Ambiq Micro, Inc.",NYSE,Semiconductors,71.05,73.08,61.44,64.73,4.65,5.55,759807.3,542118.5333333333,38517522.0,33307763.0,21.18,41,-12.15,291,186.15,14,65.06,1.76,False,False,True
SBET,"Sharplink, Inc.",NASDAQ,Advertising/Marketing Services,10.23,10.4,8.1,7.32,5.49,6.06,10527282.5,9652332.600000022,98743362.0,78145285.0,29.99,20,105.01,7,46.14,146,60.38,6.55,True,True,False
CLMT,"Calumet, Inc",NASDAQ,Oil Refining/Marketing,56.42,58.32,51.98,48.07,4.04,4.1,1554831.0,1284920.4,72495209.0,66796159.0,15.73,60,74.46,22,88.95,68,59.71,4.24,False,True,False
MRVL,"Marvell Technology, Inc.",NASDAQ,Semiconductors,262.36,266.0,229.38,217.27,4.01,5.52,19153403.9,22686168.566666666,5951943185.0,5203798718.0,3.95,153,-6.95,257,167.82,19,54.94,3.76,False,False,True
BMNR,"BitMine Immersion Technologies, Inc.",NYSE,Financial Conglomerates,28.76,28.86,23.26,20.83,5.2,6.07,45743319.2,44218468.3,1271723148.0,1028433136.0,29.26,22,91.73,15,41.81,152,54.27,6.27,True,True,False
SMTC,Semtech Corporation,NASDAQ,Semiconductors,174.33,178.5,146.25,138.51,5.8,6.59,3742837.2,3473347.3,605508635.0,507967201.0,33.03,16,5.66,190,124.1,42,54.26,3.93,True,False,False
AEHR,Aehr Test Systems,NASDAQ,Electronic Production Equipment,100.6,100.94,98.23,93.72,6.83,8.82,2673784.2,2723547.6333333333,273988892.0,267538623.0,-7.28,273,-1.96,234,170.07,18,53.61,0.83,False,False,True
SHAZ,"SharonAI Holdings, Inc.",NASDAQ,Data Processing Services,63.21,64.0,59.66,59.2,6.82,8.69,1475854.8,1675575.4666666666,105913125.0,99958689.0,2.85,166,-26.05,363,158.11,23,44.97,0.78,False,False,True
APPN,Appian Corporation,NASDAQ,Packaged Software,36.9,39.67,37.78,33.55,5.16,5.71,935159.3,861134.5,31775863.0,32529643.0,-1.07,195,80.53,17,55.43,123,44.96,1.75,False,True,False
MSTR,Strategy Inc,NASDAQ,Internet Software/Services,167.33,171.19,125.22,113.8,4.68,5.61,25433477.8,27214302.266666666,4553769198.0,3407784001.0,39.81,11,63.28,34,22.54,196,41.88,8.39,True,False,False
PBF,PBF Energy Inc.,NYSE,Oil Refining/Marketing,71.44,74.99,73.33,69.55,5.95,6.25,5007931.2,3402030.2,243041037.0,249470875.0,1.58,173,79.36,19,43.6,149,41.51,0.43,False,True,False
SWKS,"Skyworks Solutions, Inc.",NASDAQ,Semiconductors,89.96,90.84,74.6,69.82,6.19,5.22,9790809.2,6984309.266666667,628308462.0,521024815.0,32.45,18,22.33,113,61.8,111,38.86,5.53,True,False,False
BLSH,Bullish,NYSE,Packaged Software,40.7,41.47,32.29,28.74,5.89,6.17,1896647.7,1809204.0666666667,73634606.0,58414978.0,36.81,14,63.78,33,12.12,233,37.57,6.75,True,False,False
BE,Bloom Energy Corporation,NYSE,Electronic Production Equipment,276.53,284.25,237.44,226.85,5.73,6.71,18920064.8,14917843.233333332,4125231189.0,3542062862.0,34.09,15,-15.58,311,90.71,66,36.41,3.27,True,False,False
WIX,Wix.com Ltd.,NASDAQ,Packaged Software,80.1,85.37,79.9,70.4,6.17,6.26,1064592.1,1548814.2666666666,124060023.0,123756971.0,-2.89,211,99.2,11,-10.12,318,28.73,2.2,False,True,False
GRML,Greenland Mines Ltd,NASDAQ,Miscellaneous Commercial Services,14.15,18.21,6.68,7.93,7.79,13.8,32710697.3,11375765.919333333,160967088.0,76024244.0,70.48,3,8.85,177,-20.51,364,19.61,5.68,True,False,False
CRML,Critical Metals Corp.,NASDAQ,Precious Metals,8.54,9.23,7.02,6.77,5.89,8.53,12877720.0,9411889.033333333,80377532.0,66105971.0,42.33,10,-10.58,282,10.19,240,13.98,3.06,True,False,False
RBLX,Roblox Corporation,NYSE,Packaged Software,49.87,51.96,42.15,43.7,4.36,4.85,9414652.8,10616578.7,529448780.0,447474637.0,28.73,23,6.11,188,-10.14,319,8.23,2.91,True,False,False
FTFT,Future FinTech Group Inc.,NASDAQ,Finance/Rental/Leasing,4.02,4.44,3.31,3.81,36.3,33.17,30438283.0,10805779.75,43439235.0,35764321.0,46.72,7,-61.92,439,-79.74,445,-31.65,0.17,True,False,False
CAPR,"Capricor Therapeutics, Inc.",NASDAQ,Pharmaceuticals: Major,9.34,9.48,8.14,9.76,6.71,9.95,2732311.5,8721823.466666667,81461831.0,71002911.0,37.15,13,-68.74,444,-68.27,442,-33.29,-0.44,True,False,False
