name,description,exchange,industry,close,high,SMA30,SMA50,ADRP,ATRP,average_volume_10d_calc,average_volume_30d_calc,dollar_volume_30d,average_dollar_volume_30d,Perf.1M,perf_1m_rank,Perf.3M,perf_3m_rank,Perf.6M,perf_6m_rank,momentum_score,atr_extension_from_50d,is_top_1m,is_top_3m,is_top_6m
SBET,"Sharplink, Inc.",NASDAQ,Advertising/Marketing Services,9.98,10.12,7.96,7.23,5.51,6.27,9665320.2,9361426.566666689,93427037.0,74526317.0,26.81,26,96.46,12,35.41,151,52.89,6.08,False,True,False
OMER,Omeros Corporation,NASDAQ,Pharmaceuticals: Major,18.49,18.51,17.92,15.18,4.25,4.79,1602371.7,2165394.9,40038152.0,38804598.0,-0.8,180,79.86,20,78.47,75,52.51,4.55,False,True,False
INSP,"Inspire Medical Systems, Inc.",NYSE,Medical Specialties,75.72,77.26,64.28,59.75,4.75,4.44,1097819.0,678686.5,51390142.0,43625968.0,23.79,31,88.03,16,43.87,135,51.9,6.01,False,True,False
APPN,Appian Corporation,NASDAQ,Packaged Software,38.62,38.76,37.73,33.34,4.83,5.2,1016222.0,853706.4333333333,32970142.0,32211482.0,3.54,141,91.09,14,55.6,112,50.08,3.05,False,True,False
BMNR,"BitMine Immersion Technologies, Inc.",NYSE,Financial Conglomerates,28.25,28.33,22.9,20.55,5.39,6.34,44674267.7,43785448.733333334,1236938927.0,1002803537.0,26.97,25,86.96,17,32.01,158,48.65,5.91,False,True,False
ANF,Abercrombie & Fitch Company,NYSE,Apparel/Footwear Retail,136.76,139.24,129.63,117.74,4.05,4.66,1440707.1,2044773.3666666667,279643206.0,265065335.0,27.53,23,60.89,37,52.4,119,46.94,3.47,True,False,False
PBF,PBF Energy Inc.,NYSE,Oil Refining/Marketing,72.48,78.48,73.16,69.27,5.76,6.11,4762282.5,3365647.7666666666,243942150.0,246225181.0,3.06,149,86.95,18,50.22,123,46.74,0.76,False,True,False
WGS,GeneDx Holdings Corp.,NASDAQ,Medical/Nursing Services,97.83,102.21,86.59,77.96,5.1,5.27,645269.4,544988.4666666666,53316222.0,47189916.0,16.87,48,76.65,22,39.86,143,44.46,4.84,False,True,False
FCEL,"FuelCell Energy, Inc.",NASDAQ,Electronic Equipment/Instruments,17.96,18.47,18.13,19.18,7.01,9.46,6787305.899999996,7681227.433333328,137954845.0,139237610.0,-5.52,236,-19.1,321,156.57,18,43.98,-0.67,False,False,True
CHYM,"Chime Financial, Inc.",NASDAQ,Packaged Software,29.92,30.79,32.43,28.74,4.77,4.97,10081969.8,8272841.333333333,247523413.0,268307548.0,-6.5,250,77.88,21,58.39,103,43.26,0.83,False,True,False
NAVN,"Navan, Inc.",NASDAQ,Packaged Software,21.53,21.65,26.7,26.51,5.73,6.7,6988177.2,3749921.8333333335,80735817.0,100141038.0,-25.14,425,0.89,206,145.78,23,40.51,-2.8,False,False,True
MSTR,Strategy Inc,NASDAQ,Internet Software/Services,168.5,169.52,122.89,112.29,4.75,5.82,25038422.6,26871160.366666667,4527790522.0,3302116284.0,40.79,9,58.16,42,20.01,184,39.65,8.61,True,False,False
NUAI,"New Era Energy & Digital, Inc.",NASDAQ,Engineering & Construction,7.65,7.94,5.45,5.2,6.93,8.28,8904493.3,6726943.666666667,51461119.0,36637178.0,36.36,12,23.79,102,58.06,105,39.4,5.7,True,False,False
SWKS,"Skyworks Solutions, Inc.",NASDAQ,Semiconductors,88.74,91.83,73.89,69.19,6.31,5.46,10024936.8,7017607.133333334,622742457.0,518556722.0,30.65,19,21.76,110,58.89,101,37.1,5.18,True,False,False
BE,Bloom Energy Corporation,NYSE,Electronic Production Equipment,272.89,282.0,235.24,225.99,5.83,6.89,20610955.3,14865253.7,4056579082.0,3496922101.0,32.33,15,-11.79,278,84.86,67,35.13,3.01,True,False,False
BLSH,Bullish,NYSE,Packaged Software,40.14,40.75,31.75,28.39,5.79,6.26,1817244.8,1775373.9,71263508.0,56366346.0,34.92,14,64.51,32,5.49,235,34.98,6.61,True,False,False
WIX,Wix.com Ltd.,NASDAQ,Packaged Software,83.53,84.33,79.32,69.85,6.27,5.89,1161256.0,1537127.6333333333,128396271.0,121917534.0,1.27,167,96.49,11,-5.81,287,30.65,3.32,False,True,False
CRML,Critical Metals Corp.,NASDAQ,Precious Metals,9.33,9.64,6.97,6.75,5.38,7.71,11217505.8,8905008.466666667,83083729.0,62070877.0,55.5,5,-4.11,224,12.82,207,21.4,4.95,True,False,False
RBLX,Roblox Corporation,NYSE,Packaged Software,51.25,51.54,41.72,43.81,4.12,4.71,10028553.2,10829904.2,555032590.0,451838043.0,32.29,16,9.74,162,-9.44,306,10.87,3.61,True,False,False
FTFT,Future FinTech Group Inc.,NASDAQ,Finance/Rental/Leasing,4.51,5.89,3.28,3.88,31.77,30.51,30439743.2,10795134.508333333,48686057.0,35448847.0,64.6,4,-59.67,435,-76.54,442,-23.87,0.54,True,False,False
CAPR,"Capricor Therapeutics, Inc.",NASDAQ,Pharmaceuticals: Major,8.9,9.28,7.96,10.01,7.49,10.73,2754675.8,8741309.133333333,77797651.0,69561881.0,30.69,18,-69.02,441,-69.5,440,-35.94,-1.03,True,False,False
