name,description,exchange,industry,close,high,SMA30,SMA50,ADRP,ATRP,average_volume_10d_calc,average_volume_30d_calc,dollar_volume_30d,average_dollar_volume_30d,Perf.1M,perf_1m_rank,Perf.3M,perf_3m_rank,Perf.6M,perf_6m_rank,momentum_score,atr_extension_from_50d,is_top_1m,is_top_3m,is_top_6m
SDGR,"Schrodinger, Inc.",NASDAQ,Packaged Software,29.23,31.14,21.46,19.26,6.48,5.89,3232984.4,1748612.3,51111938.0,37517060.0,49.06,7,90.3,11,154.17,28,97.84,8.78,True,True,False
BAND,Bandwidth Inc.,NASDAQ,Packaged Software,59.13,62.46,50.45,52.12,7.87,7.64,1116699.5,858988.7333333333,50792004.0,43338129.0,26.27,26,13.1,139,247.82,6,95.73,1.76,False,False,True
GPRO,"GoPro, Inc.",NASDAQ,Electronics/Appliances,1.31,1.35,1.03,0.9,13.69,11.63,26116758.3,65171855.36666667,85375131.0,67137656.0,107.28,1,81.38,17,95.52,65,94.73,3.91,True,True,False
CRWD,"CrowdStrike Holdings, Inc.",NASDAQ,Packaged Software,262.49,263.19,218.74,210.61,4.47,4.93,13574424.8,11404613.266666668,2993596936.0,2494591884.0,38.5,12,54.32,43,183.12,19,91.98,5.0,True,False,True
DELL,Dell Technologies Inc.,NYSE,Computer Processing Hardware,549.83,570.72,501.27,469.82,5.44,5.82,9935530.799999997,8997568.1,4947132868.0,4510204963.0,25.47,28,32.64,76,213.96,9,90.69,2.92,False,False,True
FIVN,"Five9, Inc.",NASDAQ,Packaged Software,37.68,40.0,33.23,30.88,5.49,5.59,2937728.0,2088618.8333333333,78699158.0,69410722.0,14.84,66,93.73,9,154.94,27,87.84,3.94,False,True,False
RNG,"RingCentral, Inc.",NYSE,Packaged Software,79.23,81.9,70.04,62.78,4.29,4.23,1720941.2,1511059.2,119721220.0,105839623.0,19.05,51,126.05,3,117.46,44,87.52,6.19,False,True,False
AMC,"AMC Entertainment Holdings, Inc.",NYSE,Movies/Entertainment,2.87,3.0,2.6,2.54,5.55,5.79,29694472.100000035,23408652.600000005,67182833.0,60846891.0,12.99,76,42.79,58,195.88,13,83.88,2.21,False,False,True
NTSK,"Netskope, Inc.",NASDAQ,Packaged Software,18.57,18.96,15.5,14.56,5.65,5.23,8916653.5,6285019.833333333,116712818.0,97386382.0,28.25,22,96.09,6,123.73,42,82.69,5.27,True,True,False
ALAB,"Astera Labs, Inc.",NASDAQ,Semiconductors,360.46,367.87,298.17,303.93,5.68,6.52,4479836.3,3847779.7,1386970671.0,1147274517.0,32.67,18,-14.7,285,224.74,8,80.9,2.85,True,False,True
CORT,Corcept Therapeutics Incorporated,NASDAQ,Pharmaceuticals: Major,112.94,118.79,115.16,109.68,4.74,4.67,2640762.2,1408932.4666666666,159124833.0,162258533.0,-6.32,237,37.92,67,196.51,12,76.03,0.64,False,False,True
GRAL,"GRAIL, Inc.",NASDAQ,Medical Specialties,108.52,112.58,78.96,75.41,4.88,5.99,1744716.6,989100.2,107337154.0,78100671.0,37.58,14,75.49,19,114.04,48,75.7,7.33,True,True,False
RBRK,"Rubrik, Inc.",NYSE,Information Technology Services,115.57,116.12,98.8,90.98,4.78,5.16,3715491.4,3709512.6666666665,428708379.0,366501088.0,16.19,61,61.02,30,147.1,32,74.77,5.23,False,False,False
PANW,"Palo Alto Networks, Inc.",NASDAQ,Packaged Software,393.3,393.52,361.7,355.39,4.23,4.74,7298050.500000009,6498256.200000008,2555764163.0,2350417101.0,10.46,87,36.09,70,166.55,22,71.03,2.25,False,False,True
INTC,Intel Corporation,NASDAQ,Semiconductors,122.6,124.25,99.29,98.04,4.02,5.12,119527195.9,104160345.93333334,12770058411.0,10342132828.0,37.97,13,-12.26,258,181.06,20,68.92,4.89,True,False,True
SNDK,Sandisk Corporation,NASDAQ,Computer Peripherals,1816.57,1902.22,1613.14,1506.65,5.25,6.41,9933129.4,12186101.066666666,22136905615.0,19657917540.0,21.58,43,-18.84,306,202.89,11,68.54,3.21,False,False,True
OMER,Omeros Corporation,NASDAQ,Pharmaceuticals: Major,20.74,20.97,18.41,15.61,4.09,4.78,1878498.6,2233039.7,46313243.0,41101329.0,8.59,97,95.48,7,99.42,63,67.83,6.88,False,True,False
XMTR,"Xometry, Inc.",NASDAQ,Information Technology Services,105.01,105.46,91.34,91.27,4.09,4.39,995415.7,647840.0666666667,68029685.0,59172092.0,23.93,29,13.68,135,161.54,24,66.39,3.43,False,False,False
HPE,Hewlett Packard Enterprise Company,NYSE,Computer Processing Hardware,62.33,63.36,56.21,53.27,5.79,5.55,24198639.2,23357261.100000024,1455858084.0,1312997290.0,17.6,59,29.58,84,150.62,30,65.94,3.06,False,False,False
PENG,"Penguin Solutions, Inc.",NASDAQ,Semiconductors,53.88,56.15,52.56,54.01,4.46,6.18,1444105.0,1478929.3666666667,79684714.0,77732528.0,6.31,116,-21.3,323,209.66,10,64.89,-0.04,False,False,True
NEO,"NeoGenomics, Inc.",NASDAQ,Medical/Nursing Services,18.36,19.08,17.62,16.59,4.22,4.37,2248814.9,1800683.4666666666,33060548.0,31733145.0,9.61,91,42.33,59,138.75,34,63.56,2.44,False,False,False
ETON,"Eton Pharmaceuticals, Inc.",NASDAQ,Pharmaceuticals: Major,55.61,56.97,58.25,52.52,4.68,5.17,429908.8,609574.4666666667,33898436.0,35509846.0,-12.97,317,63.66,29,136.24,36,62.31,1.14,False,False,False
AMBQ,"Ambiq Micro, Inc.",NYSE,Semiconductors,69.13,71.92,61.57,64.41,4.98,5.75,699391.2,523560.0,36193703.0,32234542.0,18.9,52,-18.09,301,186.02,17,62.28,1.27,False,False,True
SBET,"Sharplink, Inc.",NASDAQ,Advertising/Marketing Services,9.81,10.27,8.22,7.4,5.83,6.25,10881559.1,9824199.76666669,96375400.0,80709076.0,21.71,42,106.53,5,54.49,127,60.91,5.21,False,True,False
AYA,Aya Gold & Silver Inc.,NASDAQ,Precious Metals,28.19,29.66,27.81,25.31,4.98,6.19,1621779.9,1286561.2666666666,36268162.0,35783129.0,4.25,133,59.54,34,118.53,43,60.77,1.84,False,False,False
AMLX,"Amylyx Pharmaceuticals, Inc.",NASDAQ,Pharmaceuticals: Major,30.6,33.02,32.91,27.73,5.17,6.02,1646519.8,3015228.7,92281074.0,99240725.0,-20.79,398,75.19,20,127.72,39,60.7,1.72,False,True,False
AEHR,Aehr Test Systems,NASDAQ,Electronic Production Equipment,97.38,100.0,97.57,94.22,7.25,9.07,2497500.4,2724866.933333333,265347542.0,265869808.0,1.69,155,-5.09,215,183.74,18,60.12,0.37,False,False,True
NSIT,"Insight Enterprises, Inc.",NASDAQ,Information Technology Services,158.25,162.22,155.04,144.47,4.01,3.93,480542.3,329692.4666666667,52173833.0,51114036.0,8.09,102,38.61,64,129.88,38,58.86,2.43,False,False,False
CVI,CVR Energy Inc.,NYSE,Oil Refining/Marketing,51.8,53.48,43.84,39.82,5.23,4.93,1340347.3,1079868.2666666666,55937176.0,47337465.0,32.51,19,94.15,8,49.75,140,58.81,6.1,True,True,False
QLYS,"Qualys, Inc.",NASDAQ,Packaged Software,184.79,186.64,179.13,169.85,5.04,5.11,904944.7,690253.8,127552000.0,123642632.0,1.43,161,60.92,31,108.5,51,56.95,1.72,False,False,False
ILMN,"Illumina, Inc.",NASDAQ,Medical Specialties,255.38,256.17,216.51,207.47,4.08,4.1,5668930.2,3045962.1,777877801.0,659490900.0,18.24,57,43.28,56,107.63,53,56.38,5.64,False,False,False
SMTC,Semtech Corporation,NASDAQ,Semiconductors,169.33,174.5,147.52,139.07,6.09,6.7,3779461.2,3574499.6333333333,605270023.0,527306016.0,41.54,11,-0.1,191,127.56,40,56.34,3.25,True,False,False
MRVL,"Marvell Technology, Inc.",NASDAQ,Semiconductors,260.9,264.97,231.0,218.04,4.14,5.4,18473322.8,22627764.466666665,5903583749.0,5227051305.0,13.82,72,-10.4,247,164.12,23,55.85,3.64,False,False,True
HNGE,"Hinge Health, Inc.",NYSE,Packaged Software,92.28,94.28,90.71,86.89,4.33,4.49,2065417.3,1817635.5666666667,167731410.0,164872269.0,4.37,131,30.17,83,130.7,37,55.08,1.38,False,False,False
SNOW,Snowflake Inc.,NYSE,Packaged Software,334.81,348.61,329.66,314.47,4.41,4.6,4176897.1,4920809.266666667,1647536151.0,1622182501.0,0.8,167,50.14,48,111.46,49,54.13,1.41,False,False,False
SAIL,"SailPoint, Inc.",NASDAQ,Packaged Software,21.41,21.76,19.23,18.09,5.72,5.83,6238987.1,4409902.033333333,94416003.0,84784776.0,14.13,71,68.32,26,78.42,81,53.62,3.15,False,False,False
OSCR,"Oscar Health, Inc.",NYSE,Managed Health Care,30.53,30.89,31.54,30.72,6.16,6.02,6417599.9,5422815.3,165558551.0,171055478.0,-5.1,226,5.06,170,160.27,25,53.41,-0.1,False,False,False
S,"SentinelOne, Inc.",NYSE,Packaged Software,24.1,24.3,21.67,20.85,4.28,4.71,9802459.0,8819364.7,212546689.0,191124452.0,14.43,69,60.24,32,85.24,74,53.31,3.31,False,False,False
CLMT,"Calumet, Inc",NASDAQ,Oil Refining/Marketing,54.38,57.16,52.26,48.36,4.51,4.64,1650584.5,1306136.0666666667,71027679.0,68262154.0,13.14,75,67.32,27,76.44,85,52.3,2.68,False,False,False
NET,"Cloudflare, Inc.",NYSE,Information Technology Services,352.33,364.23,307.37,296.48,4.82,4.99,3375787.1,3193931.1,1125317744.0,981707956.0,22.04,38,59.14,36,71.87,93,51.02,3.77,False,False,False
BMNR,"BitMine Immersion Technologies, Inc.",NYSE,Financial Conglomerates,27.46,28.56,23.57,21.05,5.59,6.28,46533063.5,44777703.36666667,1229595734.0,1055425394.0,16.36,60,92.7,10,43.84,150,50.97,4.84,False,True,False
ZETA,Zeta Global Holdings Corp.,NYSE,Packaged Software,29.79,30.88,29.96,27.12,4.7,4.83,5052505.3,6387911.7,190295890.0,191392481.0,3.69,136,57.29,41,89.75,67,50.24,2.04,False,False,False
BB,BlackBerry Limited,NYSE,Packaged Software,8.38,8.68,8.1,8.37,4.08,4.98,13994934.0,10788692.633333342,90409244.0,87388410.0,5.67,120,-13.79,276,157.85,26,49.91,0.02,False,False,False
ZS,"Zscaler, Inc.",NASDAQ,Packaged Software,214.45,215.73,183.12,171.59,4.37,4.49,3578283.6,3169444.2,679687309.0,580403413.0,19.14,50,69.26,25,60.29,115,49.56,5.57,False,False,False
APPN,Appian Corporation,NASDAQ,Packaged Software,37.96,38.21,37.86,33.81,5.11,5.52,905395.0,864666.5666666667,32822743.0,32733682.0,-0.89,181,85.17,14,58.86,117,47.71,2.22,False,True,False
BFLY,"Butterfly Network, Inc.",NYSE,Medical Specialties,9.2,10.05,8.34,8.05,6.24,7.38,6521977.5,5172353.733333333,47585654.0,43132258.0,-2.44,195,17.8,119,124.94,41,46.77,1.93,False,False,False
STX,Seagate Technology Holdings PLC,NASDAQ,Computer Peripherals,923.86,927.0,855.72,844.77,5.2,5.79,4369309.1,3921494.0,3622911447.0,3355710649.0,12.86,77,-16.84,294,144.07,33,46.69,1.62,False,False,False
TENB,"Tenable Holdings, Inc.",NASDAQ,Packaged Software,36.23,36.73,35.4,35.3,6.14,6.29,6483152.0,4748520.633333334,172038903.0,168084968.0,5.2,125,31.22,79,103.31,58,46.58,0.42,False,False,False
DINO,HF Sinclair Corporation,NYSE,Oil Refining/Marketing,106.14,110.84,102.45,96.64,4.66,4.55,3405034.1,2701463.6,286733347.0,276760443.0,10.52,86,60.16,33,68.13,99,46.27,2.16,False,False,False
SLS,"SELLAS Life Sciences Group, Inc.",NASDAQ,Pharmaceuticals: Major,11.52,12.14,13.0,12.42,7.79,8.69,7536331.8,7362034.233333333,84810634.0,95734666.0,-25.56,425,25.08,96,138.02,35,45.85,-0.83,False,False,False
GH,"Guardant Health, Inc.",NASDAQ,Medical Specialties,176.31,179.35,166.4,162.04,4.62,4.57,1884259.7,1996593.8333333333,352019459.0,332227890.0,7.1,113,27.9,88,102.1,59,45.7,1.93,False,False,False
COHU,"Cohu, Inc.",NASDAQ,Semiconductors,64.48,64.91,53.99,52.6,4.95,5.9,1080033.9,1031486.5333333333,66510252.0,55690130.0,22.66,35,-3.6,208,117.18,45,45.41,3.83,False,False,False
DDOG,"Datadog, Inc.",NASDAQ,Packaged Software,251.49,256.71,232.57,242.74,4.01,4.67,3069290.8,3713860.6333333333,933998811.0,863749280.0,7.29,111,15.34,127,109.58,50,44.07,0.77,False,False,False
BE,Bloom Energy Corporation,NYSE,Electronic Production Equipment,275.19,282.64,239.57,227.49,5.72,6.56,18524539.9,14900467.333333334,4100459605.0,3569714893.0,43.34,10,-20.53,319,106.93,55,43.25,3.2,True,False,False
MSTR,Strategy Inc,NASDAQ,Internet Software/Services,162.2,169.5,127.42,115.09,5.02,5.71,25826781.1,27518731.233333334,4463538206.0,3506546809.0,33.13,16,71.3,23,24.88,198,43.1,7.17,True,True,False
ECO,Okeanis Eco Tankers Corp.,NYSE,Marine Shipping,78.03,79.08,70.75,65.91,4.07,4.17,1028114.6,691606.0333333333,53966019.0,48932741.0,21.9,40,46.92,53,60.49,114,43.1,4.41,False,False,False
P,"Everpure, Inc.",NYSE,Computer Peripherals,109.65,112.0,103.81,93.85,4.53,5.4,10628933.7,5838373.966666667,640177705.0,606075763.0,2.15,150,47.98,51,78.85,80,42.99,3.12,False,False,False
FROG,JFrog Ltd.,NASDAQ,Packaged Software,92.33,92.83,92.17,88.77,5.48,5.81,1621539.1,1941849.3333333333,179290949.0,178974428.0,1.69,156,19.49,115,107.72,52,42.96,0.69,False,False,False
USDE,StablecoinX Inc.,NASDAQ,Packaged Software,12.87,13.74,6.94,4.91,10.15,12.07,6094626.6,8402757.3,108143486.0,58338943.0,65.11,3,36.91,68,25.56,196,42.53,13.45,True,False,False
NUAI,"New Era Energy & Digital, Inc.",NASDAQ,Engineering & Construction,6.99,7.2,5.56,5.31,8.01,9.3,9227850.0,7371434.733333333,51526329.0,40971663.0,45.63,8,16.11,126,64.47,104,42.07,3.4,True,False,False
TEM,"Tempus AI, Inc.",NASDAQ,Packaged Software,76.59,78.97,65.05,58.24,5.36,5.98,7296705.7,7653385.2,586172772.0,497878219.0,9.3,94,45.64,54,70.41,96,41.78,5.27,False,False,False
SWKS,"Skyworks Solutions, Inc.",NASDAQ,Semiconductors,91.45,92.8,75.37,70.52,5.82,5.03,9817943.1,7012438.4,641287492.0,528527482.0,37.29,15,24.85,99,62.98,108,41.71,5.9,True,False,False
SMCI,"Super Micro Computer, Inc.",NASDAQ,Computer Processing Hardware,41.44,42.7,38.24,34.37,5.02,5.63,40115416.6,47329178.13333333,1961321142.0,1809788890.0,13.57,74,24.3,101,86.58,71,41.48,3.66,False,False,False
MDB,"MongoDB, Inc.",NASDAQ,Packaged Software,428.36,438.28,409.32,382.62,4.47,5.13,1427221.0,1817319.5666666667,778467010.0,743870091.0,1.15,163,42.06,60,80.26,77,41.16,2.33,False,False,False
MPC,Marathon Petroleum Corporation,NYSE,Oil Refining/Marketing,388.38,400.72,381.01,352.99,4.04,3.83,4014398.1,2926470.433333333,1136582587.0,1115000843.0,7.95,107,58.48,37,57.03,121,41.15,2.62,False,False,False
FCEL,"FuelCell Energy, Inc.",NASDAQ,Electronic Equipment/Instruments,17.18,17.85,17.99,19.07,7.07,9.49,5595384.499999996,7645135.399999995,131343426.0,137566566.0,-8.08,260,-21.91,327,153.39,29,41.13,-1.05,False,False,False
DK,"Delek US Holdings, Inc.",NYSE,Oil Refining/Marketing,72.26,75.12,72.13,68.72,5.71,6.05,3019220.7,2171118.8,156885044.0,156611484.0,2.79,144,64.68,28,54.85,125,40.77,0.85,False,False,False
DOCU,"DocuSign, Inc.",NASDAQ,Packaged Software,69.49,69.62,64.96,60.74,4.29,4.16,3751087.6,3580019.8333333335,248775578.0,232567635.0,12.74,78,59.16,35,50.05,139,40.65,3.46,False,False,False
PI,"Impinj, Inc.",NASDAQ,Semiconductors,177.2,181.14,172.17,163.09,4.26,4.56,450091.0,385080.43333333335,68236253.0,66298977.0,7.98,104,35.58,72,77.25,83,40.27,1.9,False,False,False
HUT,Hut 8 Corp.,NASDAQ,Data Processing Services,102.46,107.2,88.99,93.46,7.24,7.84,5039576.400000009,4977065.166666665,509950097.0,442889950.0,28.87,21,-14.69,284,106.07,56,40.09,1.23,True,False,False
HOOD,"Robinhood Markets, Inc.",NASDAQ,Investment Banks/Brokers,122.7,126.74,108.82,103.87,5.17,5.3,24043186.2,22571125.366666667,2769477082.0,2456212434.0,14.83,67,24.2,102,79.02,79,39.35,3.42,False,False,False
HTFL,"Heartflow, Inc.",NASDAQ,Packaged Software,47.39,50.7,47.02,38.7,5.41,5.37,2367099.0,2468636.966666667,116988706.0,116084362.0,-4.74,221,36.06,71,85.84,72,39.05,4.18,False,False,False
BETA,"Beta Technologies, Inc.",NYSE,Aerospace & Defense,24.34,24.37,22.44,21.38,6.4,6.65,5676229.7,3453502.6,84058253.0,77481633.0,-0.61,175,53.56,44,63.8,105,38.92,2.08,False,False,False
NTAP,"NetApp, Inc.",NASDAQ,Computer Peripherals,196.33,197.89,192.57,185.94,4.32,4.02,2333746.3,2450666.2333333334,481139302.0,471926839.0,2.82,143,24.71,100,88.8,69,38.78,1.39,False,False,False
VLO,Valero Energy Corporation,NYSE,Oil Refining/Marketing,375.84,388.01,367.12,343.03,4.31,4.03,4919714.199999976,3220015.4666666714,1210210613.0,1182115978.0,8.55,99,56.14,42,51.63,136,38.77,2.38,False,False,False
ANF,Abercrombie & Fitch Company,NYSE,Apparel/Footwear Retail,132.25,136.24,130.7,119.42,4.33,4.79,1339418.8,2042962.0666666667,270181733.0,267006970.0,19.88,47,48.6,50,47.6,145,38.69,2.24,False,False,False
BLSH,Bullish,NYSE,Packaged Software,40.11,41.1,32.81,29.05,6.02,6.08,1914485.8,1819648.0,72986081.0,59697798.0,32.9,17,69.38,24,13.18,231,38.49,6.27,True,False,False
HPQ,HP Inc.,NYSE,Information Technology Services,32.16,32.72,31.48,29.61,5.16,5.04,18555038.699999996,16427250.133333435,528300364.0,517107931.0,8.87,96,39.34,63,66.72,100,38.31,1.71,False,False,False
SHAZ,"SharonAI Holdings, Inc.",NASDAQ,Data Processing Services,57.73,62.48,59.69,58.93,7.6,9.66,1469720.3,1684053.9666666666,97220435.0,100529040.0,-2.12,192,-33.03,390,149.48,31,38.11,-0.21,False,False,False
PBF,PBF Energy Inc.,NYSE,Oil Refining/Marketing,70.47,74.76,73.37,69.75,6.35,6.52,5215866.8,3422466.7333333334,241181231.0,251097258.0,-2.68,197,76.66,18,39.89,155,37.96,0.16,False,True,False
VICR,Vicor Corporation,NASDAQ,Electronic Components,283.16,285.44,207.17,211.25,5.14,6.39,1122569.2,923265.0666666667,261431736.0,191270054.0,45.15,9,-15.93,291,81.89,75,37.04,5.33,True,False,False
TVTX,"Travere Therapeutics, Inc.",NASDAQ,Pharmaceuticals: Major,59.83,60.89,64.7,61.84,4.36,4.26,1799162.2,1415490.7333333334,84688811.0,91586497.0,-9.05,272,3.42,177,116.62,46,37.0,-0.76,False,False,False
FSLY,"Fastly, Inc.",NASDAQ,Information Technology Services,29.65,31.33,24.41,23.53,8.85,8.8,9791478.7,6508967.566666666,192990888.0,158903425.0,22.72,34,82.35,15,5.5,258,36.86,2.95,False,True,False
ELF,"e.l.f. Beauty, Inc.",NYSE,Household/Personal Care,100.78,102.56,100.12,93.4,4.09,4.31,1472877.4,1610659.6666666667,162322281.0,161252266.0,-1.39,187,57.76,39,53.37,131,36.58,1.83,False,False,False
INSP,"Inspire Medical Systems, Inc.",NYSE,Medical Specialties,69.06,72.1,65.0,60.55,5.56,5.08,1101139.1,708052.5666666667,48898110.0,46021293.0,11.24,83,57.74,40,37.84,160,35.61,2.77,False,False,False
NBIS,Nebius Group N.V.,NASDAQ,Packaged Software,226.61,236.57,226.56,213.38,6.39,7.32,15842101.2,19837516.133333333,4495379531.0,4494295080.0,7.3,110,-16.86,295,114.13,47,34.85,0.85,False,False,False
OUST,"Ouster, Inc.",NASDAQ,Semiconductors,39.38,40.25,37.79,38.33,4.8,6.48,2182202.2,2307320.033333333,90862263.0,87185164.0,5.39,122,-8.88,239,107.26,54,34.59,0.42,False,False,False
ASAN,"Asana, Inc.",NYSE,Packaged Software,9.47,9.54,9.44,8.9,5.86,6.53,10167137.6,7063164.166666667,66888165.0,66699814.0,-0.42,174,47.28,52,56.79,122,34.55,0.99,False,False,False
SPSC,"SPS Commerce, Inc.",NASDAQ,Packaged Software,81.29,82.06,80.91,75.82,4.39,4.04,620221.2,534491.3,43448798.0,43245958.0,0.51,168,48.77,49,49.21,142,32.83,1.79,False,False,False
QRVO,"Qorvo, Inc.",NASDAQ,Semiconductors,119.59,121.09,103.92,98.55,4.22,3.65,1816003.2,1236276.9,147846354.0,128472041.0,25.77,27,21.4,109,49.38,141,32.18,5.85,False,False,False
WT,"WisdomTree, Inc.",NYSE,Investment Managers,23.72,24.23,23.58,22.31,4.48,4.13,3584182.2,2704863.3333333335,64159358.0,63781579.0,0.85,166,30.47,81,65.07,102,32.13,1.53,False,False,False
RUM,RUM Group Inc.,NASDAQ,Internet Software/Services,8.27,8.85,8.51,7.53,7.23,7.8,8290328.1,5814484.133333334,48085784.0,49485136.0,-8.01,258,33.82,74,70.16,97,31.99,1.25,False,False,False
ORKA,"Oruka Therapeutics, Inc.",NASDAQ,Pharmaceuticals: Major,89.92,95.81,98.27,96.67,5.58,5.95,1084893.4,899593.6666666666,80895960.0,88403070.0,-15.76,345,8.42,162,99.74,62,30.8,-1.17,False,False,False
RIOT,"Riot Platforms, Inc.",NASDAQ,Information Technology Services,24.69,25.27,20.83,20.86,5.47,6.29,16284422.9,17583286.8,434131351.0,366321406.0,23.33,33,-12.54,261,80.75,76,30.51,2.92,False,False,False
VSXY,Victorias Secret & Co.,NYSE,Apparel/Footwear Retail,83.34,83.96,82.56,84.97,4.31,4.82,1926756.0,1921286.2666666666,160119997.0,158625237.0,-3.35,205,3.86,174,89.97,66,30.16,-0.4,False,False,False
BLLN,"BillionToOne, Inc.",NASDAQ,Medical/Nursing Services,114.42,117.19,98.78,109.54,5.19,5.51,675064.3,617161.8666666667,70615661.0,60960883.0,20.4,46,5.02,171,63.43,107,29.62,0.81,False,False,False
MANE,"Veradermics, Incorporated",NYSE,Pharmaceuticals: Major,115.78,118.74,104.55,106.63,4.93,5.33,950340.8,720583.8,83429192.0,75335115.0,15.78,63,-0.36,193,72.78,89,29.4,1.61,False,False,False
KEEL,Keel Infrastructure Corp.,NASDAQ,Data Processing Services,4.01,4.17,3.49,3.71,6.31,7.57,34680924.9,38373646.266666666,153878322.0,133872861.0,23.38,32,-36.75,403,100.5,60,29.04,1.09,False,False,False
PRGO,Perrigo Company plc,NYSE,Pharmaceuticals: Major,13.84,14.46,13.92,12.77,4.09,4.09,2473780.3,2515226.8,34810739.0,35012795.0,-2.4,194,40.37,62,48.5,144,28.82,2.06,False,False,False
GCT,GigaCloud Technology Inc,NASDAQ,Wholesale Distributors,52.5,53.17,51.52,47.97,4.64,4.74,725548.8,588945.0,30919612.0,30341563.0,5.74,119,58.47,38,21.92,206,28.71,1.99,False,False,False
TGTX,"TG Therapeutics, Inc.",NASDAQ,Pharmaceuticals: Major,56.0,58.25,54.18,53.53,4.03,4.36,2119171.2,1963062.4333333333,109931496.0,106365593.0,5.28,123,4.42,172,76.32,86,28.67,1.06,False,False,False
CHYM,"Chime Financial, Inc.",NASDAQ,Packaged Software,26.46,28.47,32.18,28.99,5.54,5.91,9848699.9,8157978.333333333,215860107.0,262542778.0,-19.21,383,51.89,45,52.6,133,28.43,-1.48,False,False,False
DOCN,"DigitalOcean Holdings, Inc.",NYSE,Packaged Software,141.21,146.59,123.09,123.12,6.98,6.99,3334425.4,2652213.2,374519026.0,326467111.0,22.31,36,-6.47,225,68.83,98,28.22,2.1,False,False,False
INOD,Innodata Inc.,NASDAQ,Data Processing Services,71.99,73.78,58.81,60.11,4.89,5.8,1850095.9,1342155.8,96621796.0,78936433.0,14.6,68,-12.21,257,79.71,78,27.37,3.41,False,False,False
AMRX,"Amneal Pharmaceuticals, Inc.",NASDAQ,Pharmaceuticals: Major,19.33,20.17,17.92,17.99,4.31,4.37,3210872.6,2227794.1,43063260.0,39913159.0,8.53,101,11.16,151,60.95,112,26.88,1.7,False,False,False
MRX,Marex Group Limited,NASDAQ,Internet Software/Services,71.59,72.86,72.59,68.96,4.65,4.64,747520.0,772837.8333333334,55327460.0,56102874.0,-3.78,211,9.52,157,74.65,87,26.8,0.82,False,False,False
CLF,Cleveland-Cliffs Inc.,NYSE,Steel,12.87,12.94,11.95,11.64,4.06,4.68,14910980.3,14320512.1,184304991.0,171063291.0,7.97,106,21.42,108,50.18,138,26.52,2.26,False,False,False
MMED,"MiniMed Group, Inc.",NASDAQ,Medical Specialties,20.54,21.26,21.21,19.83,4.67,4.92,2725223.0,2182604.8,44830703.0,46286864.0,0.44,169,44.14,55,34.95,169,26.51,0.73,False,False,False
