name,description,exchange,industry,close,high,SMA30,SMA50,ADRP,ATRP,average_volume_10d_calc,average_volume_30d_calc,dollar_volume_30d,average_dollar_volume_30d,Perf.1M,perf_1m_rank,Perf.3M,perf_3m_rank,Perf.6M,perf_6m_rank,momentum_score,atr_extension_from_50d,is_top_1m,is_top_3m,is_top_6m
HNGE,"Hinge Health, Inc.",NYSE,Packaged Software,94.45,95.82,90.51,86.74,4.15,4.46,2133478.9,1871587.6333333333,176771452.0,169401140.0,10.21,80,38.8,72,129.36,36,59.45,1.99,False,False,False
ALAB,"Astera Labs, Inc.",NASDAQ,Semiconductors,340.74,343.0,295.01,303.93,5.44,6.83,4489111.4,3757592.9,1280362205.0,1108522471.0,15.98,52,-14.69,298,173.34,15,58.21,1.77,False,False,True
SNDK,Sandisk Corporation,NASDAQ,Computer Peripherals,1766.64,1834.49,1573.32,1501.22,5.09,6.52,9943951.0,12173346.366666667,21505920625.0,19152583508.0,10.08,82,-12.01,279,171.37,16,56.48,2.71,False,False,True
SMTC,Semtech Corporation,NASDAQ,Semiconductors,177.37,190.64,144.81,137.67,5.84,6.7,3850816.0,3395471.466666667,602254774.0,491704448.0,35.35,13,9.85,160,123.53,37,56.24,4.3,True,False,False
PANW,"Palo Alto Networks, Inc.",NASDAQ,Packaged Software,371.76,374.56,361.73,353.7,4.75,5.08,6913428.300000009,6414294.0000000065,2384577937.0,2320255397.0,5.49,120,30.11,82,132.79,32,56.13,1.0,False,False,False
MRVL,"Marvell Technology, Inc.",NASDAQ,Semiconductors,257.38,261.18,227.59,216.38,4.03,5.7,19221338.2,22719822.533333335,5847627924.0,5170774117.0,1.98,157,-7.69,244,173.59,14,55.96,3.32,False,False,True
XMTR,"Xometry, Inc.",NASDAQ,Information Technology Services,99.53,100.72,90.4,90.95,4.06,4.59,865272.4,591749.5,58896828.0,53493070.0,18.22,44,11.97,150,136.24,30,55.48,2.06,False,False,False
DINO,HF Sinclair Corporation,NYSE,Oil Refining/Marketing,109.29,118.39,101.05,95.68,4.19,4.23,2865367.5,2567302.533333333,280580494.0,259416508.0,16.27,51,68.14,28,79.46,72,54.62,3.37,False,False,False
OSCR,"Oscar Health, Inc.",NYSE,Managed Health Care,31.29,32.16,31.36,30.75,5.88,5.97,6037229.0,5366663.266666667,167922894.0,168289616.0,-0.45,175,10.96,155,152.34,20,54.28,0.3,False,False,True
SNOW,Snowflake Inc.,NYSE,Packaged Software,339.39,339.53,329.57,311.94,4.3,4.59,4237765.9,4898277.833333333,1662426514.0,1614336855.0,5.51,119,49.87,50,105.24,50,53.54,1.92,False,False,False
AYA,Aya Gold & Silver Inc.,NASDAQ,Precious Metals,28.68,28.96,27.72,24.93,4.94,5.77,1523545.6,1251183.5,35883943.0,34681972.0,3.58,140,51.75,48,104.64,51,53.32,2.61,False,False,False
SBET,"Sharplink, Inc.",NASDAQ,Advertising/Marketing Services,9.98,10.12,7.96,7.23,5.51,6.27,9665320.2,9361426.566666689,93427037.0,74526317.0,26.81,26,96.46,12,35.41,151,52.89,6.08,False,True,False
MGNI,"Magnite, Inc.",NASDAQ,Packaged Software,25.31,25.55,24.05,22.43,4.07,4.07,2274779.1,2434392.4333333313,61614472.0,58548761.0,7.79,96,43.97,63,105.94,49,52.57,3.15,False,False,False
OMER,Omeros Corporation,NASDAQ,Pharmaceuticals: Major,18.49,18.51,17.92,15.18,4.25,4.79,1602371.7,2165394.9,40038152.0,38804598.0,-0.8,180,79.86,20,78.47,75,52.51,4.55,False,True,False
QLYS,"Qualys, Inc.",NASDAQ,Packaged Software,181.03,181.77,179.33,168.8,5.57,5.38,896495.3,703422.2,127340521.0,126142124.0,-0.4,174,63.98,34,93.64,57,52.41,1.35,False,False,False
ZETA,Zeta Global Holdings Corp.,NYSE,Packaged Software,31.15,31.15,29.85,26.81,4.4,4.45,4986744.9,6759075.966666667,210545216.0,201785454.0,10.81,79,59.58,40,86.08,65,52.16,3.64,False,False,False
INSP,"Inspire Medical Systems, Inc.",NYSE,Medical Specialties,75.72,77.26,64.28,59.75,4.75,4.44,1097819.0,678686.5,51390142.0,43625968.0,23.79,31,88.03,16,43.87,135,51.9,6.01,False,True,False
S,"SentinelOne, Inc.",NYSE,Packaged Software,23.8,23.8,21.56,20.66,4.79,5.07,9272064.6,8916431.6,212211072.0,192259070.0,13.17,61,62.24,36,79.15,74,51.52,3.0,False,False,False
DK,"Delek US Holdings, Inc.",NYSE,Oil Refining/Marketing,74.37,79.17,71.44,68.19,5.59,5.72,3114834.5,2115205.7666666666,157307853.0,151108185.0,14.95,55,72.99,25,63.88,92,50.61,1.59,False,False,False
ILMN,"Illumina, Inc.",NASDAQ,Medical Specialties,238.82,248.31,212.57,205.03,4.11,4.33,5527342.3,2966362.7666666666,708426756.0,630568138.0,12.44,67,48.7,54,89.22,59,50.12,3.81,False,False,False
APPN,Appian Corporation,NASDAQ,Packaged Software,38.62,38.76,37.73,33.34,4.83,5.2,1016222.0,853706.4333333333,32970142.0,32211482.0,3.54,141,91.09,14,55.6,112,50.08,3.05,False,True,False
NET,"Cloudflare, Inc.",NYSE,Information Technology Services,351.67,352.45,304.44,293.4,5.09,5.23,3471562.6,3450309.1666666665,1213370225.0,1050415573.0,25.21,30,63.45,35,61.32,98,49.99,3.8,False,False,False
BMNR,"BitMine Immersion Technologies, Inc.",NYSE,Financial Conglomerates,28.25,28.33,22.9,20.55,5.39,6.34,44674267.7,43785448.733333334,1236938927.0,1002803537.0,26.97,25,86.96,17,32.01,158,48.65,5.91,False,True,False
GH,"Guardant Health, Inc.",NASDAQ,Medical Specialties,173.87,181.37,165.69,161.34,4.96,4.74,1833969.4,1968804.4,342316021.0,326214482.0,3.96,134,35.13,75,104.55,52,47.88,1.64,False,False,False
TEM,"Tempus AI, Inc.",NASDAQ,Packaged Software,78.03,80.25,63.62,57.46,5.75,6.17,7341243.1,7626288.766666667,595079312.0,485176865.0,18.95,40,66.02,30,56.5,108,47.16,5.81,False,False,False
ANF,Abercrombie & Fitch Company,NYSE,Apparel/Footwear Retail,136.76,139.24,129.63,117.74,4.05,4.66,1440707.1,2044773.3666666667,279643206.0,265065335.0,27.53,23,60.89,37,52.4,119,46.94,3.47,True,False,False
PBF,PBF Energy Inc.,NYSE,Oil Refining/Marketing,72.48,78.48,73.16,69.27,5.76,6.11,4762282.5,3365647.7666666666,243942150.0,246225181.0,3.06,149,86.95,18,50.22,123,46.74,0.76,False,True,False
SLS,"SELLAS Life Sciences Group, Inc.",NASDAQ,Pharmaceuticals: Major,11.37,11.94,12.96,12.47,8.04,9.08,7706546.9,7365859.3,83749820.0,95428390.0,-16.95,387,33.76,76,122.5,38,46.44,-0.97,False,False,False
PI,"Impinj, Inc.",NASDAQ,Semiconductors,184.04,185.72,171.88,161.72,4.25,4.49,402460.0,377714.73333333334,69516508.0,64923056.0,12.09,69,45.16,59,78.36,76,45.2,3.07,False,False,False
HTFL,"Heartflow, Inc.",NASDAQ,Packaged Software,50.33,51.13,45.73,37.78,4.89,4.96,2444982.0,2400473.966666667,120815855.0,109784877.0,6.29,112,50.91,49,76.84,79,44.68,6.7,False,False,False
ESTC,Elastic N.V.,NYSE,Packaged Software,89.71,90.12,86.23,77.35,4.22,4.93,2193583.2,2871670.933333333,257617599.0,247631842.0,5.01,126,52.05,47,76.52,80,44.53,3.24,False,False,False
WGS,GeneDx Holdings Corp.,NASDAQ,Medical/Nursing Services,97.83,102.21,86.59,77.96,5.1,5.27,645269.4,544988.4666666666,53316222.0,47189916.0,16.87,48,76.65,22,39.86,143,44.46,4.84,False,True,False
ORKA,"Oruka Therapeutics, Inc.",NASDAQ,Pharmaceuticals: Major,93.38,96.0,99.11,96.42,4.85,5.26,919411.3,854159.4333333333,79761408.0,84659728.0,-11.47,315,11.15,153,132.4,33,44.03,-0.6,False,False,False
FCEL,"FuelCell Energy, Inc.",NASDAQ,Electronic Equipment/Instruments,17.96,18.47,18.13,19.18,7.01,9.46,6787305.899999996,7681227.433333328,137954845.0,139237610.0,-5.52,236,-19.1,321,156.57,18,43.98,-0.67,False,False,True
P,"Everpure, Inc.",NYSE,Computer Peripherals,113.66,113.8,103.37,92.49,4.34,5.25,10259063.2,5868047.833333333,666962317.0,606578149.0,2.4,154,56.3,46,72.55,84,43.75,4.36,False,False,False
ZS,"Zscaler, Inc.",NASDAQ,Packaged Software,207.13,207.75,180.81,168.97,4.59,4.83,3772924.7,3181871.2,659060982.0,575318374.0,18.2,45,66.37,29,45.77,130,43.45,4.67,False,False,False
TENB,"Tenable Holdings, Inc.",NASDAQ,Packaged Software,36.2,36.73,35.48,35.49,6.47,6.54,6762140.5,4784627.266666667,173203507.0,169745816.0,6.66,110,36.09,74,87.56,62,43.44,0.31,False,False,False
CHYM,"Chime Financial, Inc.",NASDAQ,Packaged Software,29.92,30.79,32.43,28.74,4.77,4.97,10081969.8,8272841.333333333,247523413.0,268307548.0,-6.5,250,77.88,21,58.39,103,43.26,0.83,False,True,False
SAIL,"SailPoint, Inc.",NASDAQ,Packaged Software,20.32,20.59,19.08,17.82,5.9,5.9,5994743.2,4114891.8666666667,83614603.0,78521738.0,8.66,87,58.5,41,61.14,99,42.77,2.38,False,False,False
FROG,JFrog Ltd.,NASDAQ,Packaged Software,92.0,95.27,91.9,88.79,5.64,5.79,1678234.8,1968227.7,181076948.0,180878813.0,2.68,153,17.83,126,106.56,47,42.35,0.62,False,False,False
MRX,Marex Group Limited,NASDAQ,Internet Software/Services,75.71,76.41,71.8,68.69,4.28,4.27,810808.1,778739.7,58958383.0,55914549.0,7.74,97,18.59,124,98.3,54,41.54,2.39,False,False,False
HPQ,HP Inc.,NYSE,Information Technology Services,32.95,34.91,31.3,29.31,5.14,5.08,18524594.599999994,16151532.56666677,532192998.0,505559121.0,11.85,73,40.36,68,72.33,85,41.51,2.44,False,False,False
AEHR,Aehr Test Systems,NASDAQ,Electronic Production Equipment,96.93,99.17,98.42,93.06,6.8,9.23,2873881.7,2763769.7,267892197.0,272005608.0,-10.66,308,-6.34,240,141.36,28,41.45,0.45,False,False,False
ATEX,Anterix Inc.,NASDAQ,Wireless Telecommunications,83.62,86.43,87.12,91.79,5.12,6.15,378924.2,354217.0,29619626.0,30859149.0,-2.91,197,11.57,152,114.19,43,40.95,-1.45,False,False,False
RUM,RUM Group Inc.,NASDAQ,Internet Software/Services,9.17,9.36,8.37,7.43,6.28,7.03,7971176.4,5792566.266666667,53117833.0,48506950.0,6.75,107,39.36,70,76.01,82,40.71,3.33,False,False,False
NAVN,"Navan, Inc.",NASDAQ,Packaged Software,21.53,21.65,26.7,26.51,5.73,6.7,6988177.2,3749921.8333333335,80735817.0,100141038.0,-25.14,425,0.89,206,145.78,23,40.51,-2.8,False,False,True
NTAP,"NetApp, Inc.",NASDAQ,Computer Peripherals,198.15,200.84,192.84,184.92,4.35,4.08,2392001.4,2523424.8333333335,500016631.0,486606731.0,1.52,162,28.2,88,89.31,58,39.68,1.76,False,False,False
MSTR,Strategy Inc,NASDAQ,Internet Software/Services,168.5,169.52,122.89,112.29,4.75,5.82,25038422.6,26871160.366666667,4527790522.0,3302116284.0,40.79,9,58.16,42,20.01,184,39.65,8.61,True,False,False
PGY,Pagaya Technologies Ltd.,NASDAQ,Packaged Software,20.9,21.2,21.4,20.19,5.06,5.69,2172719.2999999956,2190005.8333333335,45771122.0,46869775.0,1.83,159,41.22,66,75.63,83,39.56,0.62,False,False,False
NUAI,"New Era Energy & Digital, Inc.",NASDAQ,Engineering & Construction,7.65,7.94,5.45,5.2,6.93,8.28,8904493.3,6726943.666666667,51461119.0,36637178.0,36.36,12,23.79,102,58.06,105,39.4,5.7,True,False,False
SMCI,"Super Micro Computer, Inc.",NASDAQ,Computer Processing Hardware,41.2,41.72,37.57,33.81,5.13,5.94,40361775.0,50019401.5,2060799342.0,1879445665.0,10.89,78,23.91,100,82.06,69,38.95,3.68,False,False,False
SHAZ,"SharonAI Holdings, Inc.",NASDAQ,Data Processing Services,59.93,60.71,59.31,59.3,7.0,9.19,1627313.5,1674176.7666666666,100333414.0,99288727.0,-2.49,194,-28.04,366,145.72,24,38.4,0.11,False,False,False
HOOD,"Robinhood Markets, Inc.",NASDAQ,Investment Banks/Brokers,123.3,126.41,106.89,103.4,5.25,5.59,25002555.3,22188790.4,2735877856.0,2371671051.0,21.96,33,21.3,113,71.67,86,38.31,3.45,False,False,False
DOCU,"DocuSign, Inc.",NASDAQ,Packaged Software,68.57,69.87,64.39,60.0,4.04,4.06,3617197.0,3461545.2,237358154.0,222878511.0,10.95,77,58.03,43,44.42,134,37.8,3.52,False,False,False
DFTX,"Definium Therapeutics, Inc.",NASDAQ,Pharmaceuticals: Major,39.28,39.54,41.24,42.28,4.83,5.62,2680558.3999999985,2323755.533333331,91277117.0,95842522.0,-14.4,360,7.85,169,119.81,39,37.75,-1.26,False,False,False
SWKS,"Skyworks Solutions, Inc.",NASDAQ,Semiconductors,88.74,91.83,73.89,69.19,6.31,5.46,10024936.8,7017607.133333334,622742457.0,518556722.0,30.65,19,21.76,110,58.89,101,37.1,5.18,True,False,False
DDOG,"Datadog, Inc.",NASDAQ,Packaged Software,245.05,245.31,232.86,243.38,4.44,5.07,3538926.0,3960263.7333333334,970462628.0,922190973.0,4.21,132,10.85,156,96.18,55,37.08,0.14,False,False,False
PARR,"Par Pacific Holdings, Inc. Common Stock",NYSE,Oil Refining/Marketing,82.0,85.97,79.94,78.85,5.36,5.5,1013354.7000000014,936280.6000000003,76775009.0,74849392.0,12.7,65,59.72,39,35.54,149,35.99,0.73,False,False,False
BE,Bloom Energy Corporation,NYSE,Electronic Production Equipment,272.89,282.0,235.24,225.99,5.83,6.89,20610955.3,14865253.7,4056579082.0,3496922101.0,32.33,15,-11.79,278,84.86,67,35.13,3.01,True,False,False
TGTX,"TG Therapeutics, Inc.",NASDAQ,Pharmaceuticals: Major,57.16,58.92,53.68,53.45,4.17,4.17,1948284.0,1936681.3,110700703.0,103964603.0,11.86,71,5.85,172,87.23,63,34.98,1.66,False,False,False
BLSH,Bullish,NYSE,Packaged Software,40.14,40.75,31.75,28.39,5.79,6.26,1817244.8,1775373.9,71263508.0,56366346.0,34.92,14,64.51,32,5.49,235,34.98,6.61,True,False,False
STX,Seagate Technology Holdings PLC,NASDAQ,Computer Peripherals,877.32,914.82,848.32,842.67,5.13,5.97,4388041.4,3879221.966666667,3403338412.0,3290806708.0,1.7,160,-10.86,268,113.9,44,34.91,0.69,False,False,False
DOCN,"DigitalOcean Holdings, Inc.",NYSE,Packaged Software,146.16,148.04,121.87,122.37,6.47,6.93,3696662.9,2638717.8666666667,385675003.0,321584944.0,26.24,27,-8.36,253,85.48,66,34.45,2.81,False,False,False
WT,"WisdomTree, Inc.",NYSE,Investment Managers,23.72,23.85,23.47,22.13,4.77,4.18,3756991.4,2709950.3666666667,64280023.0,63607052.0,3.45,142,29.62,85,67.16,89,33.41,1.72,False,False,False
ELF,"e.l.f. Beauty, Inc.",NYSE,Household/Personal Care,97.79,98.87,99.69,92.29,4.39,4.57,1551660.1,1682177.9666666666,164500183.0,167701929.0,-1.24,187,57.8,44,42.49,139,33.02,1.3,False,False,False
MANE,"Veradermics, Incorporated",NYSE,Pharmaceuticals: Major,112.8,113.24,104.07,106.36,4.54,5.12,787959.0,663103.5333333333,74798079.0,69011395.0,7.24,105,12.25,148,77.22,78,32.24,1.18,False,False,False
PAY,"Paymentus Holdings, Inc.",NYSE,Miscellaneous Commercial Services,34.5,35.33,37.67,35.82,4.03,4.72,857532.1,1033502.3,35655829.0,38935477.0,-9.87,291,70.71,27,35.51,150,32.11,-0.78,False,False,False
BFLY,"Butterfly Network, Inc.",NYSE,Medical Specialties,8.14,8.16,8.34,7.99,6.06,6.99,4523560.1,4830217.033333333,39317967.0,40269519.0,-12.47,332,19.35,121,87.13,64,31.34,0.27,False,False,False
SYRE,"Spyre Therapeutics, Inc.",NASDAQ,Pharmaceuticals: Major,92.03,94.06,96.36,97.83,4.17,4.86,1350599.2999999998,1188379.9,109366602.0,114515060.0,-15.45,366,-5.82,234,114.37,42,31.03,-1.22,False,False,False
PRGO,Perrigo Company plc,NYSE,Pharmaceuticals: Major,14.13,14.22,13.83,12.6,4.08,4.06,2672364.2,2531875.9,35775406.0,35020063.0,3.29,147,46.27,56,43.02,137,30.86,2.98,False,False,False
NBIS,Nebius Group N.V.,NASDAQ,Packaged Software,232.8,237.96,223.71,212.22,6.0,7.4,17016579.4,20247596.0,4713640349.0,4529569454.0,2.85,152,-9.68,259,99.2,53,30.79,1.31,False,False,False
COHU,"Cohu, Inc.",NASDAQ,Semiconductors,60.62,61.44,53.1,52.19,4.87,6.2,1145674.4,1012119.3,61349611.0,53742691.0,9.59,84,-6.18,237,88.71,60,30.71,2.61,False,False,False
WIX,Wix.com Ltd.,NASDAQ,Packaged Software,83.53,84.33,79.32,69.85,6.27,5.89,1161256.0,1537127.6333333333,128396271.0,121917534.0,1.27,167,96.49,11,-5.81,287,30.65,3.32,False,True,False
HUT,Hut 8 Corp.,NASDAQ,Data Processing Services,103.42,107.84,87.83,93.23,6.94,7.97,5032001.000000008,4913954.999999999,508201226.0,431601677.0,11.91,70,-8.66,256,87.73,61,30.33,1.37,False,False,False
ASAN,"Asana, Inc.",NYSE,Packaged Software,9.54,9.69,9.44,8.83,5.27,6.21,9940147.4,6782704.733333333,64707003.0,64035515.0,1.06,169,40.09,69,49.06,128,30.07,1.3,False,False,False
SPSC,"SPS Commerce, Inc.",NASDAQ,Packaged Software,81.65,82.27,80.47,75.1,4.25,4.08,670189.7,550546.3666666667,44952111.0,44304393.0,2.85,151,44.64,61,42.6,138,30.03,2.14,False,False,False
QRVO,"Qorvo, Inc.",NASDAQ,Semiconductors,117.21,119.89,102.44,97.13,4.51,3.92,1841603.5,1236536.4666666666,144934439.0,126670796.0,21.71,34,19.03,123,45.44,131,28.73,5.28,False,False,False
BRKR,Bruker Corporation,NASDAQ,Medical Specialties,61.58,62.67,57.8,58.23,4.43,4.72,2536906.8,2094768.8333333333,128995865.0,121076242.0,3.32,145,10.74,157,70.2,88,28.09,1.22,False,False,False
MDB,"MongoDB, Inc.",NASDAQ,Packaged Software,407.3,407.61,409.32,379.15,4.67,5.35,1583768.7,1822531.2,742316958.0,745989966.0,-4.38,218,28.89,86,58.13,104,27.55,1.39,False,False,False
MMED,"MiniMed Group, Inc.",NASDAQ,Medical Specialties,21.12,22.3,21.13,19.62,5.66,4.94,2424275.5,2056162.1,43426144.0,43436767.0,3.83,138,49.36,51,28.78,161,27.33,1.55,False,False,False
VSAT,"ViaSat, Inc.",NASDAQ,Telecommunications Equipment,76.38,78.31,74.99,74.96,5.14,5.38,1891360.1,1708966.4,130530854.0,128154251.0,1.65,161,23.87,101,56.39,109,27.3,0.35,False,False,False
CNH,CNH Industrial N.V.,NYSE,Trucks/Construction/Farm Machinery,13.48,13.74,12.22,11.62,4.62,4.01,18180953.5,22347410.466666672,301243093.0,273159847.0,22.1,32,32.16,80,24.13,173,26.13,4.0,False,False,False
FSLY,"Fastly, Inc.",NASDAQ,Information Technology Services,27.42,28.07,24.44,23.24,7.32,7.66,6945241.6,5744058.766666667,157502091.0,140382882.0,19.17,39,64.0,33,-6.96,291,25.4,2.35,False,False,False
BETA,"Beta Technologies, Inc.",NYSE,Aerospace & Defense,22.07,22.61,22.46,21.14,6.74,7.23,5588828.1,3397665.1333333333,74986469.0,76311559.0,-13.65,350,44.72,60,44.91,132,25.33,0.61,False,False,False
VSXY,Victorias Secret & Co.,NYSE,Apparel/Footwear Retail,81.63,82.46,83.46,84.84,4.54,5.05,2077136.5,1959808.0,159979127.0,163567535.0,-7.3,260,2.86,191,80.4,71,25.32,-0.75,False,False,False
SITM,SiTime Corporation,NASDAQ,Semiconductors,638.32,644.97,614.61,597.83,5.18,6.43,555098.0,421007.63333333336,268737593.0,258753888.0,3.79,139,-7.99,249,77.6,77,24.46,1.05,False,False,False
