name,description,exchange,industry,close,high,SMA30,SMA50,ADRP,ATRP,average_volume_10d_calc,average_volume_30d_calc,dollar_volume_30d,average_dollar_volume_30d,Perf.1M,perf_1m_rank,Perf.3M,perf_3m_rank,Perf.6M,perf_6m_rank,momentum_score,atr_extension_from_50d,is_top_1m,is_top_3m,is_top_6m
INTC,Intel Corporation,NASDAQ,Semiconductors,123.0,126.93,100.79,99.05,4.2,5.09,122858912.7,102090690.66666667,12557154952.0,10289363395.0,41.7,15,-4.43,236,181.98,18,73.08,4.75,True,False,True
P,"Everpure, Inc.",NYSE,Computer Peripherals,126.0,128.36,104.45,96.03,4.74,5.57,12041383.7,6157358.066666666,775827116.0,643115526.0,22.14,40,80.0,19,105.51,56,69.22,5.61,False,True,False
GRML,Greenland Mines Ltd,NASDAQ,Miscellaneous Commercial Services,14.66,17.38,7.01,8.21,13.79,17.52,44460041.9,15335299.995333334,224815498.0,107526012.0,171.48,3,33.27,81,-0.34,276,68.14,4.48,True,False,False
SMTC,Semtech Corporation,NASDAQ,Semiconductors,182.3,185.0,150.29,140.95,5.65,6.22,3820712.5,3593270.1333333333,655053145.0,540042749.0,39.27,17,17.61,131,144.99,32,67.29,4.72,True,False,False
SNDK,Sandisk Corporation,NASDAQ,Computer Peripherals,1777.8,1815.0,1635.11,1516.76,5.06,6.28,9680795.4,11567304.366666667,20564353703.0,18913813115.0,22.14,41,-18.07,326,196.42,15,66.83,2.74,False,False,True
PANW,"Palo Alto Networks, Inc.",NASDAQ,Packaged Software,374.74,388.25,361.09,356.52,4.44,4.74,7248532.50000001,6457382.033333342,2419839343.0,2331683164.0,13.4,77,26.97,94,153.97,23,64.78,1.08,False,False,True
AMBQ,"Ambiq Micro, Inc.",NYSE,Semiconductors,69.79,70.88,61.86,64.05,5.12,5.47,682877.0,517947.1,36147528.0,32040553.0,14.41,69,-13.25,297,188.75,17,63.3,1.64,False,False,True
SBET,"Sharplink, Inc.",NASDAQ,Advertising/Marketing Services,9.63,10.0,8.45,7.56,5.82,6.15,9967902.5,9799029.333333356,94364652.0,82814863.0,18.01,57,115.68,10,51.65,131,61.78,4.47,False,True,False
CVI,CVR Energy Inc.,NYSE,Oil Refining/Marketing,51.52,52.31,44.91,40.56,5.36,4.87,1250747.7,1100533.7333333334,56699498.0,49423869.0,38.05,18,91.17,14,48.94,138,59.39,5.54,True,True,False
BMNR,"BitMine Immersion Technologies, Inc.",NYSE,Financial Conglomerates,27.56,28.39,24.22,21.54,5.27,6.06,44124496.6,45412463.2,1251567486.0,1099768759.0,13.7,76,112.0,11,44.37,151,56.69,4.61,False,True,False
BE,Bloom Energy Corporation,NYSE,Electronic Production Equipment,288.7,292.72,242.3,229.68,5.52,6.65,19553370.8,15172984.1,4380440510.0,3676459566.0,34.94,22,-1.98,222,117.08,51,50.02,3.86,True,False,False
MSTR,Strategy Inc,NASDAQ,Internet Software/Services,158.61,162.86,131.7,117.66,4.61,5.59,25975790.1,27708316.7,4394816112.0,3649194545.0,28.68,28,90.57,15,22.12,209,47.12,6.22,False,True,False
PBF,PBF Energy Inc.,NYSE,Oil Refining/Marketing,73.69,74.62,73.4,70.26,6.41,6.31,5146917.0,3467671.2666666666,255532696.0,254516668.0,13.16,79,75.87,21,46.28,145,45.1,0.77,False,True,False
NUAI,"New Era Energy & Digital, Inc.",NASDAQ,Engineering & Construction,7.06,7.1,5.67,5.42,8.52,9.18,10092626.4,7605650.6,53695893.0,43154462.0,40.64,16,24.96,102,66.12,110,43.9,3.29,True,False,False
SWKS,"Skyworks Solutions, Inc.",NASDAQ,Semiconductors,89.34,90.9,76.63,71.76,6.15,5.09,8424021.3,7007875.3,626083579.0,536992461.0,35.88,20,31.34,82,59.22,118,42.15,4.81,True,False,False
VICR,Vicor Corporation,NASDAQ,Electronic Components,281.96,291.53,210.68,212.6,5.43,6.33,1166421.5,893518.9,251936589.0,188242690.0,44.08,11,-11.76,289,81.12,81,37.81,5.16,True,False,False
BLSH,Bullish,NYSE,Packaged Software,37.58,39.97,33.65,29.62,6.31,6.44,1858178.3,1723893.1,64783903.0,58002107.0,20.06,50,72.7,23,6.04,257,32.93,4.17,False,True,False
SEI,"Solaris Energy Infrastructure, Inc.",NYSE,Oilfield Services/Equipment,70.97,71.9,60.42,58.9,5.19,5.93,2734668.5,2701646.0,191735817.0,163226247.0,35.78,21,-8.05,259,18.88,224,15.54,3.46,True,False,False
WIX,Wix.com Ltd.,NASDAQ,Packaged Software,73.79,76.49,80.32,71.79,6.77,7.25,1259601.6,1448697.0666666667,106899357.0,116365626.0,-12.18,312,74.24,22,-16.58,343,15.16,0.38,False,True,False
FTFT,Future FinTech Group Inc.,NASDAQ,Finance/Rental/Leasing,4.38,4.58,3.42,3.71,37.11,28.92,16389438.9,11031588.2,48318356.0,37764289.0,58.28,7,-58.88,449,-77.65,453,-26.08,0.63,True,False,False
